TSTimePointResult
Time,Area South Texas Load MW,Area South Texas Load Mvar
428.500000,483.2448,208.7404
429.000000,481.2482,207.5721
429.500000,477.2040,205.2866
430.000000,474.1786,203.4758
430.500000,480.0776,206.6269
431.000000,503.7542,219.5261
431.500000,494.4176,215.0068
432.000000,497.2109,216.2366
432.500000,491.0459,213.1029
433.000000,491.7718,213.2309
433.500000,489.8534,212.3060
434.000000,487.3235,210.9269
434.500000,486.4965,210.4259
435.000000,484.7714,209.3718
435.500000,483.1752,208.4020
436.000000,479.3602,206.2450
436.500000,475.5829,204.0003
437.000000,479.4251,206.0472
437.500000,504.1540,219.4771
438.000000,496.9266,216.1971
438.500000,498.4604,216.8155
439.000000,491.3055,213.2102
439.500000,492.8629,213.7647
440.000000,490.3378,212.5161
440.500000,487.9195,211.1876
441.000000,487.0741,210.6788
441.500000,485.7268,209.7460
442.000000,486.0426,209.6267
442.500000,482.4701,207.5804
443.000000,478.8279,205.3152
443.500000,480.9657,206.4949
444.000000,502.5375,218.3383
444.500000,499.7231,217.6101
445.000000,498.4197,216.8468
445.500000,491.5384,213.3410
446.000000,494.0560,214.3050
446.500000,492.3435,213.2768
447.000000,490.7256,212.3485
447.500000,491.1088,212.3371
448.000000,488.8875,211.0606
448.500000,488.1863,210.5649
449.000000,483.5640,208.1550
449.500000,478.8144,205.4824
450.000000,480.7235,206.5403
450.500000,498.9780,216.3756
451.000000,502.5892,218.9089
451.500000,499.4880,217.1761
452.000000,495.1648,214.8368
452.500000,497.7451,215.8164
453.000000,495.6888,214.6194
453.500000,493.3968,213.5288
454.000000,492.4497,212.9647
454.500000,489.1967,211.2939
455.000000,488.4114,210.7582
455.500000,484.3492,208.5753
456.000000,480.5591,206.3148
456.500000,482.7999,207.4536
457.000000,496.9543,214.9560
457.500000,507.3521,220.9884
458.000000,500.8094,217.6034
458.500000,499.3055,216.6999
459.000000,499.0790,216.4293
459.500000,496.7151,215.0911
460.000000,494.8840,214.2124
460.500000,493.0485,213.1930
461.000000,490.4358,211.8247
461.500000,490.3863,211.6151
462.000000,486.7620,209.6529
462.500000,483.8352,207.7634
463.000000,483.8077,207.6031
463.500000,493.9490,213.0412
464.000000,511.1979,222.6710
464.500000,501.4612,217.8110
465.000000,502.8398,218.3634
465.500000,499.1249,216.4445
466.000000,498.0049,215.6730
466.500000,496.3454,214.8988
467.000000,494.7421,213.9185
467.500000,493.1025,213.0070
468.000000,492.6092,212.5346
468.500000,490.2867,211.1940
469.000000,487.0188,209.2639
469.500000,483.4515,207.2073
470.000000,489.0813,210.2456
470.500000,513.4408,223.5253
471.000000,503.4186,218.7502
471.500000,505.3170,219.5710
472.000000,498.7876,216.2599
472.500000,500.4940,216.7915
473.000000,499.2602,216.0987
473.500000,497.6385,215.0985
474.000000,497.1380,214.7409
474.500000,495.1120,213.6050
475.000000,492.9446,212.4432
475.500000,488.6711,210.1547
476.000000,483.8768,207.4371
476.500000,486.4740,208.7802
477.000000,510.3364,221.5189
477.500000,509.0971,221.3943
478.000000,508.6874,220.9727
478.500000,502.4277,217.7454
479.000000,504.9969,218.7757
479.500000,502.1977,217.3397
480.000000,499.6624,216.0395
480.500000,498.2438,215.2961
481.000000,495.4157,213.7824
481.500000,495.1103,213.4659
482.000000,491.0365,211.2558
482.500000,487.8262,209.1815
483.000000,490.9365,210.7244
483.500000,506.9054,219.2221
484.000000,515.0323,224.1272
484.500000,509.1559,221.0923
485.000000,505.8420,219.3541
485.500000,506.1429,219.3445
486.000000,503.7282,217.9808
486.500000,501.7353,217.0274
487.000000,501.0942,216.5274
487.500000,498.6034,215.1853
488.000000,498.2934,214.8596
488.500000,494.7375,212.9524
489.000000,491.6649,211.0933
489.500000,489.4195,209.8091
490.000000,498.5042,214.6071
490.500000,520.3695,226.5239
491.000000,509.7598,221.2808
491.500000,511.7250,222.1156
492.000000,506.6539,219.5391
492.500000,506.3134,219.1674
493.000000,504.1227,218.1575
493.500000,502.2595,217.0715
494.000000,501.3135,216.4726
494.500000,501.0254,216.0652
495.000000,499.6366,215.1550
495.500000,496.9047,213.5299
496.000000,492.1008,210.8223
496.500000,494.4288,212.1181
497.000000,516.6092,224.0578
497.500000,516.2946,224.5641
498.000000,513.6426,223.1038
498.500000,507.4725,219.9273
499.000000,510.3883,221.0531
499.500000,508.5831,219.9988
500.000000,506.9819,219.1017
500.500000,507.0039,218.9359
501.000000,503.6437,217.2374
501.500000,502.8024,216.7302
502.000000,499.1689,214.8308
502.500000,495.5163,212.7270
503.000000,493.4188,211.4983
503.500000,503.2031,216.6132
504.000000,525.1526,228.5481
504.500000,514.9832,223.4853
505.000000,517.0547,224.3322
505.500000,512.8625,222.1349
506.000000,512.6298,221.7998
506.500000,510.5220,220.8285
507.000000,508.3631,219.6510
507.500000,506.4765,218.6778
508.000000,505.2971,217.9348
508.500000,503.1662,216.7351
509.000000,500.5751,215.2082
509.500000,496.2416,212.6894
510.000000,499.7119,214.4333
510.500000,517.6416,223.8758
511.000000,525.5327,228.5951
511.500000,519.2055,225.3543
512.000000,514.9136,223.1679
512.500000,515.3297,223.2217
513.000000,512.6368,221.7692
513.500000,510.8675,220.8780
514.000000,510.8901,220.6597
514.500000,509.2770,219.6848
515.000000,509.5613,219.6229
515.500000,506.4746,217.9626
516.000000,503.7979,216.4015
516.500000,497.7335,213.1950
517.000000,501.2487,215.0871
517.500000,526.5294,228.5844
518.000000,523.4090,227.4747
518.500000,522.2633,226.7176
519.000000,516.3377,223.6269
519.500000,519.2268,224.7283
520.000000,517.3696,223.7264
520.500000,515.1038,222.5588
521.000000,514.4283,222.1226
521.500000,511.8935,220.7884
522.000000,510.0363,219.8063
522.500000,507.1613,218.2538
523.000000,504.2917,216.5601
523.500000,499.5423,213.9446
524.000000,506.6223,217.5075
524.500000,533.8894,232.0061
525.000000,526.1379,228.3973
525.500000,526.5745,228.4807
526.000000,520.2803,225.2986
526.500000,521.2175,225.5601
527.000000,518.8593,224.4167
527.500000,516.7011,223.2351
528.000000,515.7374,222.6735
528.500000,514.1523,221.7545
529.000000,512.9156,221.0001
529.500000,510.5478,219.6247
530.000000,507.6506,217.8639
530.500000,504.2508,215.9935
531.000000,512.5033,220.3001
531.500000,538.2418,234.0856
532.000000,527.9750,229.1577
532.500000,528.0852,229.1330
533.000000,522.3840,226.2363
533.500000,523.2071,226.3708
534.000000,521.9285,225.6865
534.500000,520.7203,224.8837
535.000000,520.1440,224.4716
535.500000,519.0925,223.8147
536.000000,516.9044,222.6681
536.500000,513.7612,221.0001
537.000000,509.5548,218.6935
537.500000,506.3135,217.0007
538.000000,515.5324,221.8112
538.500000,540.6765,235.1878
539.000000,530.8666,230.3411
539.500000,532.1125,230.7651
540.000000,528.0584,228.5925
540.500000,528.5516,228.5946
541.000000,526.3146,227.5679
541.500000,523.9420,226.3227
542.000000,522.0880,225.3807
542.500000,520.9863,224.6774
543.000000,518.6331,223.4077
543.500000,515.8606,221.8666
544.000000,512.8837,220.0954
544.500000,510.0352,218.5394
545.000000,519.7570,223.4958
545.500000,546.5658,237.6272
546.000000,535.9485,232.4983
546.500000,536.0211,232.4690
547.000000,530.6906,229.7706
547.500000,530.8016,229.6208
548.000000,528.6579,228.6059
548.500000,526.9150,227.5828
549.000000,525.9456,226.9956
549.500000,524.8547,226.3369
550.000000,522.7944,225.2149
550.500000,520.6510,223.9672
551.000000,517.2262,222.0043
551.500000,513.1013,219.8004
552.000000,520.9834,223.8653
552.500000,548.9672,238.6310
553.000000,539.4066,234.1222
553.500000,539.2439,233.9298
554.000000,533.8846,231.1532
554.500000,535.2570,231.5385
555.000000,533.8243,230.7927
555.500000,532.0960,229.8105
556.000000,530.7851,229.1199
556.500000,529.0215,228.1828
557.000000,527.0154,227.1196
557.500000,524.4088,225.7032
558.000000,521.2183,223.8973
558.500000,515.6372,220.8968
559.000000,520.6302,223.3793
559.500000,548.5625,237.9000
560.000000,548.0210,238.0557
560.500000,545.1687,236.5081
561.000000,538.7280,233.2610
561.500000,539.6473,233.5598
562.000000,536.8766,232.2044
562.500000,534.3378,230.9116
563.000000,533.9922,230.6001
563.500000,532.7210,229.8100
564.000000,532.5728,229.5676
564.500000,530.3459,228.3073
565.000000,528.7410,227.2342
565.500000,522.5077,223.9902
566.000000,525.1700,225.4422
566.500000,543.0282,234.7461
567.000000,555.4631,241.6315
567.500000,546.6973,237.1718
568.000000,544.7166,235.9889
568.500000,544.7700,235.8159
569.000000,543.1009,234.8317
569.500000,541.3216,233.9614
570.000000,540.3210,233.3799
570.500000,537.6368,232.0484
571.000000,536.8152,231.5577
571.500000,533.9548,230.0643
572.000000,532.4295,229.1175
572.500000,528.4355,226.9089
573.000000,524.4681,224.7447
573.500000,532.4262,228.7702
574.000000,562.9696,244.5939
574.500000,555.0418,240.9397
575.000000,553.8618,240.2543
575.500000,547.6409,237.1304
576.000000,548.1957,237.2136
576.500000,546.1019,236.1844
577.000000,544.0700,235.0753
577.500000,542.9474,234.4574
578.000000,541.2370,233.5493
578.500000,539.9223,232.7930
579.000000,538.2761,231.8030
579.500000,536.5032,230.6682
580.000000,531.4759,227.9460
580.500000,534.8830,229.6534
581.000000,551.8306,238.4038
581.500000,567.4405,246.8314
582.000000,556.7394,241.5669
582.500000,554.0128,240.1294
583.000000,552.7985,239.3805
583.500000,551.6021,238.5964
584.000000,550.3351,237.9163
584.500000,550.4176,237.7473
585.000000,548.9880,236.9500
585.500000,548.3086,236.5518
586.000000,545.1270,234.9720
586.500000,543.0837,233.8714
587.000000,538.9507,231.7085
587.500000,532.8172,228.5110
588.000000,537.6396,230.8919
588.500000,564.1902,244.3907
589.000000,570.1046,247.8025
589.500000,563.7729,244.5494
590.000000,560.1892,242.6188
590.500000,560.5837,242.6715
591.000000,557.6486,241.1870
591.500000,554.7099,239.7734
592.000000,553.0243,238.9361
592.500000,549.7853,237.3508
593.000000,548.6571,236.7134
593.500000,546.1523,235.3856
594.000000,544.5723,234.4250
594.500000,540.6734,232.2905
595.000000,535.5533,229.5569
595.500000,541.4747,232.5527
596.000000,572.0262,248.2585
596.500000,568.0383,246.7549
597.000000,563.8916,244.6743
597.500000,556.7555,241.1451
598.000000,557.5544,241.3417
598.500000,555.6770,240.3475
599.000000,553.9914,239.3932
599.500000,553.7816,239.1546
600.000000,552.0295,238.2185
